Course ID	Subject	Catalog	Subject Description	 Course Description	Attribute Formal Desc
21215	ICS	 288S	21ST CENT EAST EUROPEAN FILM	Examines the major thematic focus of East European filmmakers in the 21st century: their efforts to reconstruct and reassess the experience of the Cold War (1945-1989) and the Yugoslav wars (1991-1995).  These films from the Czech Republic, Hungary, Poland, Romania, Croatia, and Serbia include ironic/sentimental tales of Cold War childhood, thrillers about sleeping with the enemy (political informers), and psychological dramas centering on political trauma, resistance, and compromise.  All films shown with English subtitles.	(CCI) Cross Cultural Inquiry
21215	ICS	 288S	21ST CENT EAST EUROPEAN FILM	Examines the major thematic focus of East European filmmakers in the 21st century: their efforts to reconstruct and reassess the experience of the Cold War (1945-1989) and the Yugoslav wars (1991-1995).  These films from the Czech Republic, Hungary, Poland, Romania, Croatia, and Serbia include ironic/sentimental tales of Cold War childhood, thrillers about sleeping with the enemy (political informers), and psychological dramas centering on political trauma, resistance, and compromise.  All films shown with English subtitles.	(CZ) Civilizations
21215	ICS	 288S	21ST CENT EAST EUROPEAN FILM	Examines the major thematic focus of East European filmmakers in the 21st century: their efforts to reconstruct and reassess the experience of the Cold War (1945-1989) and the Yugoslav wars (1991-1995).  These films from the Czech Republic, Hungary, Poland, Romania, Croatia, and Serbia include ironic/sentimental tales of Cold War childhood, thrillers about sleeping with the enemy (political informers), and psychological dramas centering on political trauma, resistance, and compromise.  All films shown with English subtitles.	(EI) Ethical Inquiry
21215	ICS	 288S	21ST CENT EAST EUROPEAN FILM	Examines the major thematic focus of East European filmmakers in the 21st century: their efforts to reconstruct and reassess the experience of the Cold War (1945-1989) and the Yugoslav wars (1991-1995).  These films from the Czech Republic, Hungary, Poland, Romania, Croatia, and Serbia include ironic/sentimental tales of Cold War childhood, thrillers about sleeping with the enemy (political informers), and psychological dramas centering on political trauma, resistance, and compromise.  All films shown with English subtitles.	Seminar
21215	LIT	 216S	21ST CENT EAST EUROPEAN FILM	Examines the major thematic focus of East European filmmakers in the 21st century: their efforts to reconstruct and reassess the experience of the Cold War (1945-1989) and the Yugoslav wars (1991-1995).  These films from the Czech Republic, Hungary, Poland, Romania, Croatia, and Serbia include ironic/sentimental tales of Cold War childhood, thrillers about sleeping with the enemy (political informers), and psychological dramas centering on political trauma, resistance, and compromise.  All films shown with English subtitles.	(ALP) Arts, Literature & Performance
21215	LIT	 216S	21ST CENT EAST EUROPEAN FILM	Examines the major thematic focus of East European filmmakers in the 21st century: their efforts to reconstruct and reassess the experience of the Cold War (1945-1989) and the Yugoslav wars (1991-1995).  These films from the Czech Republic, Hungary, Poland, Romania, Croatia, and Serbia include ironic/sentimental tales of Cold War childhood, thrillers about sleeping with the enemy (political informers), and psychological dramas centering on political trauma, resistance, and compromise.  All films shown with English subtitles.	(CCI) Cross Cultural Inquiry
21215	LIT	 216S	21ST CENT EAST EUROPEAN FILM	Examines the major thematic focus of East European filmmakers in the 21st century: their efforts to reconstruct and reassess the experience of the Cold War (1945-1989) and the Yugoslav wars (1991-1995).  These films from the Czech Republic, Hungary, Poland, Romania, Croatia, and Serbia include ironic/sentimental tales of Cold War childhood, thrillers about sleeping with the enemy (political informers), and psychological dramas centering on political trauma, resistance, and compromise.  All films shown with English subtitles.	(CZ) Civilizations
21215	LIT	 216S	21ST CENT EAST EUROPEAN FILM	Examines the major thematic focus of East European filmmakers in the 21st century: their efforts to reconstruct and reassess the experience of the Cold War (1945-1989) and the Yugoslav wars (1991-1995).  These films from the Czech Republic, Hungary, Poland, Romania, Croatia, and Serbia include ironic/sentimental tales of Cold War childhood, thrillers about sleeping with the enemy (political informers), and psychological dramas centering on political trauma, resistance, and compromise.  All films shown with English subtitles.	(EI) Ethical Inquiry
21215	LIT	 216S	21ST CENT EAST EUROPEAN FILM	Examines the major thematic focus of East European filmmakers in the 21st century: their efforts to reconstruct and reassess the experience of the Cold War (1945-1989) and the Yugoslav wars (1991-1995).  These films from the Czech Republic, Hungary, Poland, Romania, Croatia, and Serbia include ironic/sentimental tales of Cold War childhood, thrillers about sleeping with the enemy (political informers), and psychological dramas centering on political trauma, resistance, and compromise.  All films shown with English subtitles.	Seminar
21215	POLISH	 288S	21ST CENT EAST EUROPEAN FILM	Examines the major thematic focus of East European filmmakers in the 21st century: their efforts to reconstruct and reassess the experience of the Cold War (1945-1989) and the Yugoslav wars (1991-1995).  These films from the Czech Republic, Hungary, Poland, Romania, Croatia, and Serbia include ironic/sentimental tales of Cold War childhood, thrillers about sleeping with the enemy (political informers), and psychological dramas centering on political trauma, resistance, and compromise.  All films shown with English subtitles.	(ALP) Arts, Literature & Performance
21215	POLISH	 288S	21ST CENT EAST EUROPEAN FILM	Examines the major thematic focus of East European filmmakers in the 21st century: their efforts to reconstruct and reassess the experience of the Cold War (1945-1989) and the Yugoslav wars (1991-1995).  These films from the Czech Republic, Hungary, Poland, Romania, Croatia, and Serbia include ironic/sentimental tales of Cold War childhood, thrillers about sleeping with the enemy (political informers), and psychological dramas centering on political trauma, resistance, and compromise.  All films shown with English subtitles.	(CCI) Cross Cultural Inquiry
21215	POLISH	 288S	21ST CENT EAST EUROPEAN FILM	Examines the major thematic focus of East European filmmakers in the 21st century: their efforts to reconstruct and reassess the experience of the Cold War (1945-1989) and the Yugoslav wars (1991-1995).  These films from the Czech Republic, Hungary, Poland, Romania, Croatia, and Serbia include ironic/sentimental tales of Cold War childhood, thrillers about sleeping with the enemy (political informers), and psychological dramas centering on political trauma, resistance, and compromise.  All films shown with English subtitles.	(CZ) Civilizations
21215	POLISH	 288S	21ST CENT EAST EUROPEAN FILM	Examines the major thematic focus of East European filmmakers in the 21st century: their efforts to reconstruct and reassess the experience of the Cold War (1945-1989) and the Yugoslav wars (1991-1995).  These films from the Czech Republic, Hungary, Poland, Romania, Croatia, and Serbia include ironic/sentimental tales of Cold War childhood, thrillers about sleeping with the enemy (political informers), and psychological dramas centering on political trauma, resistance, and compromise.  All films shown with English subtitles.	(EI) Ethical Inquiry
21215	POLISH	 288S	21ST CENT EAST EUROPEAN FILM	Examines the major thematic focus of East European filmmakers in the 21st century: their efforts to reconstruct and reassess the experience of the Cold War (1945-1989) and the Yugoslav wars (1991-1995).  These films from the Czech Republic, Hungary, Poland, Romania, Croatia, and Serbia include ironic/sentimental tales of Cold War childhood, thrillers about sleeping with the enemy (political informers), and psychological dramas centering on political trauma, resistance, and compromise.  All films shown with English subtitles.	Seminar
21215	SES	 288S	21ST CENT EAST EUROPEAN FILM	Examines the major thematic focus of East European filmmakers in the 21st century: their efforts to reconstruct and reassess the experience of the Cold War (1945-1989) and the Yugoslav wars (1991-1995).  These films from the Czech Republic, Hungary, Poland, Romania, Croatia, and Serbia include ironic/sentimental tales of Cold War childhood, thrillers about sleeping with the enemy (political informers), and psychological dramas centering on political trauma, resistance, and compromise.  All films shown with English subtitles.	(ALP) Arts, Literature & Performance
21215	SES	 288S	21ST CENT EAST EUROPEAN FILM	Examines the major thematic focus of East European filmmakers in the 21st century: their efforts to reconstruct and reassess the experience of the Cold War (1945-1989) and the Yugoslav wars (1991-1995).  These films from the Czech Republic, Hungary, Poland, Romania, Croatia, and Serbia include ironic/sentimental tales of Cold War childhood, thrillers about sleeping with the enemy (political informers), and psychological dramas centering on political trauma, resistance, and compromise.  All films shown with English subtitles.	(CCI) Cross Cultural Inquiry
21215	SES	 288S	21ST CENT EAST EUROPEAN FILM	Examines the major thematic focus of East European filmmakers in the 21st century: their efforts to reconstruct and reassess the experience of the Cold War (1945-1989) and the Yugoslav wars (1991-1995).  These films from the Czech Republic, Hungary, Poland, Romania, Croatia, and Serbia include ironic/sentimental tales of Cold War childhood, thrillers about sleeping with the enemy (political informers), and psychological dramas centering on political trauma, resistance, and compromise.  All films shown with English subtitles.	(CZ) Civilizations
21215	SES	 288S	21ST CENT EAST EUROPEAN FILM	Examines the major thematic focus of East European filmmakers in the 21st century: their efforts to reconstruct and reassess the experience of the Cold War (1945-1989) and the Yugoslav wars (1991-1995).  These films from the Czech Republic, Hungary, Poland, Romania, Croatia, and Serbia include ironic/sentimental tales of Cold War childhood, thrillers about sleeping with the enemy (political informers), and psychological dramas centering on political trauma, resistance, and compromise.  All films shown with English subtitles.	(EI) Ethical Inquiry
21215	SES	 288S	21ST CENT EAST EUROPEAN FILM	Examines the major thematic focus of East European filmmakers in the 21st century: their efforts to reconstruct and reassess the experience of the Cold War (1945-1989) and the Yugoslav wars (1991-1995).  These films from the Czech Republic, Hungary, Poland, Romania, Croatia, and Serbia include ironic/sentimental tales of Cold War childhood, thrillers about sleeping with the enemy (political informers), and psychological dramas centering on political trauma, resistance, and compromise.  All films shown with English subtitles.	Seminar
21215	VMS	 284S	21ST CENT EAST EUROPEAN FILM	Examines the major thematic focus of East European filmmakers in the 21st century: their efforts to reconstruct and reassess the experience of the Cold War (1945-1989) and the Yugoslav wars (1991-1995).  These films from the Czech Republic, Hungary, Poland, Romania, Croatia, and Serbia include ironic/sentimental tales of Cold War childhood, thrillers about sleeping with the enemy (political informers), and psychological dramas centering on political trauma, resistance, and compromise.  All films shown with English subtitles.	(ALP) Arts, Literature & Performance
21215	VMS	 284S	21ST CENT EAST EUROPEAN FILM	Examines the major thematic focus of East European filmmakers in the 21st century: their efforts to reconstruct and reassess the experience of the Cold War (1945-1989) and the Yugoslav wars (1991-1995).  These films from the Czech Republic, Hungary, Poland, Romania, Croatia, and Serbia include ironic/sentimental tales of Cold War childhood, thrillers about sleeping with the enemy (political informers), and psychological dramas centering on political trauma, resistance, and compromise.  All films shown with English subtitles.	(CCI) Cross Cultural Inquiry
21215	VMS	 284S	21ST CENT EAST EUROPEAN FILM	Examines the major thematic focus of East European filmmakers in the 21st century: their efforts to reconstruct and reassess the experience of the Cold War (1945-1989) and the Yugoslav wars (1991-1995).  These films from the Czech Republic, Hungary, Poland, Romania, Croatia, and Serbia include ironic/sentimental tales of Cold War childhood, thrillers about sleeping with the enemy (political informers), and psychological dramas centering on political trauma, resistance, and compromise.  All films shown with English subtitles.	(CZ) Civilizations
21215	VMS	 284S	21ST CENT EAST EUROPEAN FILM	Examines the major thematic focus of East European filmmakers in the 21st century: their efforts to reconstruct and reassess the experience of the Cold War (1945-1989) and the Yugoslav wars (1991-1995).  These films from the Czech Republic, Hungary, Poland, Romania, Croatia, and Serbia include ironic/sentimental tales of Cold War childhood, thrillers about sleeping with the enemy (political informers), and psychological dramas centering on political trauma, resistance, and compromise.  All films shown with English subtitles.	(EI) Ethical Inquiry
21215	VMS	 284S	21ST CENT EAST EUROPEAN FILM	Examines the major thematic focus of East European filmmakers in the 21st century: their efforts to reconstruct and reassess the experience of the Cold War (1945-1989) and the Yugoslav wars (1991-1995).  These films from the Czech Republic, Hungary, Poland, Romania, Croatia, and Serbia include ironic/sentimental tales of Cold War childhood, thrillers about sleeping with the enemy (political informers), and psychological dramas centering on political trauma, resistance, and compromise.  All films shown with English subtitles.	Seminar
21262	BME	 244L9	QUANT PHYSIOLOGY BIOSTAT APPL	Quantitative Physiology with Biostatistical Applications. Prerequisite: Engineering 103L or Computer Science 201 and co-/prerequisite: (Biology 201L or Biology 203L) and (Mathematics 212, 216, 218D-2, 219, 221, 222 or 353).	Course has a lecture
21300	MEDREN	 190FS	SPECIAL TOPICS IN FOCUS	Special topics in Medieval and Renaissance Studies open only to students in the Focus Program.	Seminar
21300	MEDREN	 190FS	SPECIAL TOPICS IN FOCUS	Special topics in Medieval and Renaissance Studies open only to students in the Focus Program.	Topics Course
21303	CLST	206	CLASSICS OF PAGE AND SCREEN	Exploration of ancient, medieval and modern conceptualizations of good and evil as found in the iconic heroes, villains, and buffoons of literature and film; film and literature as windows onto their contemporary historical contexts, and as indicators of social values, debates, and limits.	(ALP) Arts, Literature & Performance
21303	CLST	206	CLASSICS OF PAGE AND SCREEN	Exploration of ancient, medieval and modern conceptualizations of good and evil as found in the iconic heroes, villains, and buffoons of literature and film; film and literature as windows onto their contemporary historical contexts, and as indicators of social values, debates, and limits.	(CCI) Cross Cultural Inquiry
21303	CLST	206	CLASSICS OF PAGE AND SCREEN	Exploration of ancient, medieval and modern conceptualizations of good and evil as found in the iconic heroes, villains, and buffoons of literature and film; film and literature as windows onto their contemporary historical contexts, and as indicators of social values, debates, and limits.	(CZ) Civilizations
21325	AMES	 390S	SPECIAL TOPICS	Seminar version of Asian and Middle Eastern Studies 390. Topics vary each semester.	Seminar
21325	AMES	 390S	SPECIAL TOPICS	Seminar version of Asian and Middle Eastern Studies 390. Topics vary each semester.	Topics Course
21348	ECON	370	GLOBAL CAPITAL MARKETS	Financial markets and the role of investment banks as intermediaries. Divisions and functions within investment banks: sales and trading, corporate finance, research and wealth management. Aspects of asset pricing and corporate valuation. Impact of current events on financial markets. Intended primarily for sophomores interested in a career in financial markets. Consent of instructor required.	(SS) Social Sciences
21348	ECON	370	GLOBAL CAPITAL MARKETS	Financial markets and the role of investment banks as intermediaries. Divisions and functions within investment banks: sales and trading, corporate finance, research and wealth management. Aspects of asset pricing and corporate valuation. Impact of current events on financial markets. Intended primarily for sophomores interested in a career in financial markets. Consent of instructor required.	(W) Writing
21358	SCISOC	 293-1	RESEARCH INDEPENDENT STUDY	Individual research in a Science & Society topic of special interest, under the supervision of a faculty member, the major product of which is a substantive paper or written report containing specific analysis and interpretation of a previously approved topic. Meets the research experience requirement for the Certificate in Science & Society as well as a Research (R) mode of inquiry curriculum requirement. Open to all qualified students with consent of supervising instructor and Director of Science & Society Certificate.	(R) Research
21358	SCISOC	 293-1	RESEARCH INDEPENDENT STUDY	Individual research in a Science & Society topic of special interest, under the supervision of a faculty member, the major product of which is a substantive paper or written report containing specific analysis and interpretation of a previously approved topic. Meets the research experience requirement for the Certificate in Science & Society as well as a Research (R) mode of inquiry curriculum requirement. Open to all qualified students with consent of supervising instructor and Director of Science & Society Certificate.	Independent Study
21370	CINE	 306S	WRITING THE MOVIE	Theory and practice of the process of writing for the screen. Exploration of visual storytelling; analysis of screenplays and movies; developing original stories into screenplay format. Projects: writing and presenting treatments, outlines and scenes.	(ALP) Arts, Literature & Performance
21370	CINE	 306S	WRITING THE MOVIE	Theory and practice of the process of writing for the screen. Exploration of visual storytelling; analysis of screenplays and movies; developing original stories into screenplay format. Projects: writing and presenting treatments, outlines and scenes.	(W) Writing
21370	CINE	 306S	WRITING THE MOVIE	Theory and practice of the process of writing for the screen. Exploration of visual storytelling; analysis of screenplays and movies; developing original stories into screenplay format. Projects: writing and presenting treatments, outlines and scenes.	Seminar
21370	ENGLISH	 225S	WRITING THE MOVIE	Theory and practice of the process of writing for the screen. Exploration of visual storytelling; analysis of screenplays and movies; developing original stories into screenplay format. Projects: writing and presenting treatments, outlines and scenes.	(ALP) Arts, Literature & Performance
21370	ENGLISH	 225S	WRITING THE MOVIE	Theory and practice of the process of writing for the screen. Exploration of visual storytelling; analysis of screenplays and movies; developing original stories into screenplay format. Projects: writing and presenting treatments, outlines and scenes.	(W) Writing
21370	ENGLISH	 225S	WRITING THE MOVIE	Theory and practice of the process of writing for the screen. Exploration of visual storytelling; analysis of screenplays and movies; developing original stories into screenplay format. Projects: writing and presenting treatments, outlines and scenes.	Seminar
21370	VMS	 360S	WRITING THE MOVIE	Theory and practice of the process of writing for the screen. Exploration of visual storytelling; analysis of screenplays and movies; developing original stories into screenplay format. Projects: writing and presenting treatments, outlines and scenes.	(ALP) Arts, Literature & Performance
21370	VMS	 360S	WRITING THE MOVIE	Theory and practice of the process of writing for the screen. Exploration of visual storytelling; analysis of screenplays and movies; developing original stories into screenplay format. Projects: writing and presenting treatments, outlines and scenes.	(W) Writing
21370	VMS	 360S	WRITING THE MOVIE	Theory and practice of the process of writing for the screen. Exploration of visual storytelling; analysis of screenplays and movies; developing original stories into screenplay format. Projects: writing and presenting treatments, outlines and scenes.	Seminar
21374	MATH	340	ADVANCED INTRO PROBABILITY	Advanced introduction to basic, non-measure theoretic probability covering topics in more depth and with more rigor than MATH 230. Topics include random variables with discrete and continuous distributions. Independence, joint distributions, conditional distributions, generating functions, Bayes' formula, and Markov chains. Rigorous arguments are presented for the law of large numbers, central limit theorem, and Poisson limit theorems. Prerequisite: Mathematics 202, 212, or 222. Not open to those who have taken Mathematics 230 or Statistics 230.	(QS) Quantitative Studies
21374	STA	231	ADVANCED INTRO PROBABILITY	Advanced introduction to basic, non-measure theoretic probability covering topics in more depth and with more rigor than MATH 230. Topics include random variables with discrete and continuous distributions. Independence, joint distributions, conditional distributions, generating functions, Bayes' formula, and Markov chains. Rigorous arguments are presented for the law of large numbers, central limit theorem, and Poisson limit theorems. Prerequisite: Mathematics 202, 212, or 222. Not open to those who have taken Mathematics 230 or Statistics 230.	(QS) Quantitative Studies
21375	COMPSCI	434	TOPOLOGICAL DATA ANALYSIS	Introduction to topology from a computational view-point, with a focus on applications. Themes include: basic notions of point-set topology, persistent homology, finding multi-scale topological structure in point cloud data. Algorithmic considerations emphasized. Prerequisite: Mathematics 221 or equivalent.	(QS) Quantitative Studies
21375	MATH	412	TOPOLOGICAL DATA ANALYSIS	Introduction to topology from a computational view-point, with a focus on applications. Themes include: basic notions of point-set topology, persistent homology, finding multi-scale topological structure in point cloud data. Algorithmic considerations emphasized. Prerequisite: Mathematics 221 or equivalent.	(QS) Quantitative Studies
21376	COMPSCI	445	INTRO HIGH DIM DATA ANALYSIS	Geometry of high dimensional data sets. Linear dimension reduction, principal component analysis, kernel methods. Nonlinear dimension reduction, manifold models. Graphs. Random walks on graphs, diffusions, page rank. Clustering, classification and regression in high-dimensions. Sparsity. Computational aspects, randomized algorithms. Prerequisite: Mathematics 218 or 221.	(QS) Quantitative Studies
21376	MATH	465	INTRO HIGH DIM DATA ANALYSIS	Geometry of high dimensional data sets. Linear dimension reduction, principal component analysis, kernel methods. Nonlinear dimension reduction, manifold models. Graphs. Random walks on graphs, diffusions, page rank. Clustering, classification and regression in high-dimensions. Sparsity. Computational aspects, randomized algorithms. Prerequisite: Mathematics 218 or 221.	(QS) Quantitative Studies
21376	STA	465	INTRO HIGH DIM DATA ANALYSIS	Geometry of high dimensional data sets. Linear dimension reduction, principal component analysis, kernel methods. Nonlinear dimension reduction, manifold models. Graphs. Random walks on graphs, diffusions, page rank. Clustering, classification and regression in high-dimensions. Sparsity. Computational aspects, randomized algorithms. Prerequisite: Mathematics 218 or 221.	(QS) Quantitative Studies
21413	LINGUIST	 212FS	LAW, ETHICS & RESPONSIBILITY	Examines the intersection of law and neuroscience, including the use of neuroimaging to determine if a witness is telling the truth; the implications of neuroscience for determining the mental competency of defendants, the insanity defense, the imposition of punishment on defendants. Considers the extent to which recent advances in brain science cause us to reevaluate fundamental legal concepts of 'intent,' 'insanity,' and responsibility; the ways in which neuroscience may be applied to these and related issues; and the inherent limitations and incongruities of applying brain science to legal questions.	(EI) Ethical Inquiry
21413	LINGUIST	 212FS	LAW, ETHICS & RESPONSIBILITY	Examines the intersection of law and neuroscience, including the use of neuroimaging to determine if a witness is telling the truth; the implications of neuroscience for determining the mental competency of defendants, the insanity defense, the imposition of punishment on defendants. Considers the extent to which recent advances in brain science cause us to reevaluate fundamental legal concepts of 'intent,' 'insanity,' and responsibility; the ways in which neuroscience may be applied to these and related issues; and the inherent limitations and incongruities of applying brain science to legal questions.	(SS) Social Sciences
21413	LINGUIST	 212FS	LAW, ETHICS & RESPONSIBILITY	Examines the intersection of law and neuroscience, including the use of neuroimaging to determine if a witness is telling the truth; the implications of neuroscience for determining the mental competency of defendants, the insanity defense, the imposition of punishment on defendants. Considers the extent to which recent advances in brain science cause us to reevaluate fundamental legal concepts of 'intent,' 'insanity,' and responsibility; the ways in which neuroscience may be applied to these and related issues; and the inherent limitations and incongruities of applying brain science to legal questions.	(STS) Science, Technology, and Society
21413	LINGUIST	 212FS	LAW, ETHICS & RESPONSIBILITY	Examines the intersection of law and neuroscience, including the use of neuroimaging to determine if a witness is telling the truth; the implications of neuroscience for determining the mental competency of defendants, the insanity defense, the imposition of punishment on defendants. Considers the extent to which recent advances in brain science cause us to reevaluate fundamental legal concepts of 'intent,' 'insanity,' and responsibility; the ways in which neuroscience may be applied to these and related issues; and the inherent limitations and incongruities of applying brain science to legal questions.	Seminar
21413	PUBPOL	 250FS	LAW, ETHICS & RESPONSIBILITY	Examines the intersection of law and neuroscience, including the use of neuroimaging to determine if a witness is telling the truth; the implications of neuroscience for determining the mental competency of defendants, the insanity defense, the imposition of punishment on defendants. Considers the extent to which recent advances in brain science cause us to reevaluate fundamental legal concepts of 'intent,' 'insanity,' and responsibility; the ways in which neuroscience may be applied to these and related issues; and the inherent limitations and incongruities of applying brain science to legal questions.	(EI) Ethical Inquiry
21413	PUBPOL	 250FS	LAW, ETHICS & RESPONSIBILITY	Examines the intersection of law and neuroscience, including the use of neuroimaging to determine if a witness is telling the truth; the implications of neuroscience for determining the mental competency of defendants, the insanity defense, the imposition of punishment on defendants. Considers the extent to which recent advances in brain science cause us to reevaluate fundamental legal concepts of 'intent,' 'insanity,' and responsibility; the ways in which neuroscience may be applied to these and related issues; and the inherent limitations and incongruities of applying brain science to legal questions.	(SS) Social Sciences
21413	PUBPOL	 250FS	LAW, ETHICS & RESPONSIBILITY	Examines the intersection of law and neuroscience, including the use of neuroimaging to determine if a witness is telling the truth; the implications of neuroscience for determining the mental competency of defendants, the insanity defense, the imposition of punishment on defendants. Considers the extent to which recent advances in brain science cause us to reevaluate fundamental legal concepts of 'intent,' 'insanity,' and responsibility; the ways in which neuroscience may be applied to these and related issues; and the inherent limitations and incongruities of applying brain science to legal questions.	(STS) Science, Technology, and Society
21413	PUBPOL	 250FS	LAW, ETHICS & RESPONSIBILITY	Examines the intersection of law and neuroscience, including the use of neuroimaging to determine if a witness is telling the truth; the implications of neuroscience for determining the mental competency of defendants, the insanity defense, the imposition of punishment on defendants. Considers the extent to which recent advances in brain science cause us to reevaluate fundamental legal concepts of 'intent,' 'insanity,' and responsibility; the ways in which neuroscience may be applied to these and related issues; and the inherent limitations and incongruities of applying brain science to legal questions.	Seminar
21413	SCISOC	 212FS	LAW, ETHICS & RESPONSIBILITY	Examines the intersection of law and neuroscience, including the use of neuroimaging to determine if a witness is telling the truth; the implications of neuroscience for determining the mental competency of defendants, the insanity defense, the imposition of punishment on defendants. Considers the extent to which recent advances in brain science cause us to reevaluate fundamental legal concepts of 'intent,' 'insanity,' and responsibility; the ways in which neuroscience may be applied to these and related issues; and the inherent limitations and incongruities of applying brain science to legal questions.	(EI) Ethical Inquiry
21413	SCISOC	 212FS	LAW, ETHICS & RESPONSIBILITY	Examines the intersection of law and neuroscience, including the use of neuroimaging to determine if a witness is telling the truth; the implications of neuroscience for determining the mental competency of defendants, the insanity defense, the imposition of punishment on defendants. Considers the extent to which recent advances in brain science cause us to reevaluate fundamental legal concepts of 'intent,' 'insanity,' and responsibility; the ways in which neuroscience may be applied to these and related issues; and the inherent limitations and incongruities of applying brain science to legal questions.	(SS) Social Sciences
21413	SCISOC	 212FS	LAW, ETHICS & RESPONSIBILITY	Examines the intersection of law and neuroscience, including the use of neuroimaging to determine if a witness is telling the truth; the implications of neuroscience for determining the mental competency of defendants, the insanity defense, the imposition of punishment on defendants. Considers the extent to which recent advances in brain science cause us to reevaluate fundamental legal concepts of 'intent,' 'insanity,' and responsibility; the ways in which neuroscience may be applied to these and related issues; and the inherent limitations and incongruities of applying brain science to legal questions.	(STS) Science, Technology, and Society
21413	SCISOC	 212FS	LAW, ETHICS & RESPONSIBILITY	Examines the intersection of law and neuroscience, including the use of neuroimaging to determine if a witness is telling the truth; the implications of neuroscience for determining the mental competency of defendants, the insanity defense, the imposition of punishment on defendants. Considers the extent to which recent advances in brain science cause us to reevaluate fundamental legal concepts of 'intent,' 'insanity,' and responsibility; the ways in which neuroscience may be applied to these and related issues; and the inherent limitations and incongruities of applying brain science to legal questions.	Seminar
21431	AMES	493	RESEARCH INDEPENDENT STUDY	Individual Research in a field of special interest under the supervision of a faculty member, the central goal of which is a substantive paper or written report containing significant analysis and interpretation of a previously approved topic. Consent of instructor and director of undergraduate studies required.	(R) Research
21431	AMES	493	RESEARCH INDEPENDENT STUDY	Individual Research in a field of special interest under the supervision of a faculty member, the central goal of which is a substantive paper or written report containing significant analysis and interpretation of a previously approved topic. Consent of instructor and director of undergraduate studies required.	Independent Study
21435	MUSIC	 162S	INTRODUCTION TO COMPOSITION	Exploration, in seminar/workshop format, of sound and music, expressed through projects involving instruments, voices, and intermedia. Consideration of the current field will provide concrete examples, ranging widely across 'kinds of music.' Investigations will touch on music theory and acoustics, orchestration, music technology and analysis. Primary emphasis on composing: creative discovery of expressive possibilities and compositional value of craft. Intended for students who may have written songs or composed, and who would like to continue their explorations.	(ALP) Arts, Literature & Performance
21435	MUSIC	 162S	INTRODUCTION TO COMPOSITION	Exploration, in seminar/workshop format, of sound and music, expressed through projects involving instruments, voices, and intermedia. Consideration of the current field will provide concrete examples, ranging widely across 'kinds of music.' Investigations will touch on music theory and acoustics, orchestration, music technology and analysis. Primary emphasis on composing: creative discovery of expressive possibilities and compositional value of craft. Intended for students who may have written songs or composed, and who would like to continue their explorations.	Seminar
21439	DANCE	 490S	SPECIAL TOPICS	Special Topics in Dance.	Seminar
21439	DANCE	 490S	SPECIAL TOPICS	Special Topics in Dance.	Topics Course
21441	NEUROSCI	495	RESEARCH INDEPENDENT STUDY 3	Third term of Research Independent Study in a subfield of neuroscience of special interest to a student, under the supervision of a faculty member. Concludes with submission of a substantive written report containing background, methods, and significant analysis and interpretation of data. Meets general requirement of a curriculum Research (R) course. Open to students continuing same project as for Neuroscience 493-494; pre-approval of project by supervising faculty and Director of Undergraduate Studies in Neuroscience required. May be repeated with new faculty mentor or continued in Neuroscience 496.	(R) Research
21441	NEUROSCI	495	RESEARCH INDEPENDENT STUDY 3	Third term of Research Independent Study in a subfield of neuroscience of special interest to a student, under the supervision of a faculty member. Concludes with submission of a substantive written report containing background, methods, and significant analysis and interpretation of data. Meets general requirement of a curriculum Research (R) course. Open to students continuing same project as for Neuroscience 493-494; pre-approval of project by supervising faculty and Director of Undergraduate Studies in Neuroscience required. May be repeated with new faculty mentor or continued in Neuroscience 496.	Independent Study
21442	NEUROSCI	496	RESEARCH INDEPENDENT STUDY 4	Fourth term of Research Independent Study in a subfield of neuroscience of special interest to a student, under the supervision of a faculty member. Concludes with submission of a substantive written report containing background, methods, and significant analysis and interpretation of data. Meets general requirement of a curriculum Research (R) course. Open to students continuing same project as for Neuroscience 493-495; pre-approval of project by supervising faculty and Director of Undergraduate Studies in Neuroscience required.	(R) Research
21442	NEUROSCI	496	RESEARCH INDEPENDENT STUDY 4	Fourth term of Research Independent Study in a subfield of neuroscience of special interest to a student, under the supervision of a faculty member. Concludes with submission of a substantive written report containing background, methods, and significant analysis and interpretation of data. Meets general requirement of a curriculum Research (R) course. Open to students continuing same project as for Neuroscience 493-495; pre-approval of project by supervising faculty and Director of Undergraduate Studies in Neuroscience required.	Independent Study
21473	ECON	 351S	ECO/POL PERFORM. CIVILIZATIONS	Critical survey of theories concerning the economic and political development of major civilizations, with an emphasis on the causes of differences that took shape and persisted over long time periods. The theories covered address the roles of institutions, cultures, legal systems, beliefs, family structures, religions, institutions, technologies, geography, and natural resources. Interactions between economic and political development. Prerequisite: Econ 201D, or instructor consent.	(CCI) Cross Cultural Inquiry
21473	ECON	 351S	ECO/POL PERFORM. CIVILIZATIONS	Critical survey of theories concerning the economic and political development of major civilizations, with an emphasis on the causes of differences that took shape and persisted over long time periods. The theories covered address the roles of institutions, cultures, legal systems, beliefs, family structures, religions, institutions, technologies, geography, and natural resources. Interactions between economic and political development. Prerequisite: Econ 201D, or instructor consent.	(CZ) Civilizations
